"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
0416000;"Powiat tucholski";"as of the end of December";"total";"2024";1750;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"females";"2024";938;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"males";"2024";812;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"below 25 years";"2024";322;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"below 30 years";"2024";546;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"over 50 years";"2024";368;"person";"";
0416000;"Powiat tucholski";"as of the end of December";"long-term unemployed";"2024";965;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"total";"2024";1239;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"females";"2024";755;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"males";"2024";484;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"below 25 years";"2024";197;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"below 30 years";"2024";351;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"over 50 years";"2024";315;"person";"";
0417000;"Powiat wąbrzeski";"as of the end of December";"long-term unemployed";"2024";755;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"total";"2024";3913;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"females";"2024";2183;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"males";"2024";1730;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"below 25 years";"2024";519;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"below 30 years";"2024";911;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"over 50 years";"2024";1084;"person";"";
0418000;"Powiat włocławski";"as of the end of December";"long-term unemployed";"2024";2730;"person";"";
0419000;"Powiat żniński";"as of the end of December";"total";"2024";2048;"person";"";
0419000;"Powiat żniński";"as of the end of December";"females";"2024";1236;"person";"";
0419000;"Powiat żniński";"as of the end of December";"males";"2024";812;"person";"";
0419000;"Powiat żniński";"as of the end of December";"below 25 years";"2024";360;"person";"";
0419000;"Powiat żniński";"as of the end of December";"below 30 years";"2024";593;"person";"";
0419000;"Powiat żniński";"as of the end of December";"over 50 years";"2024";486;"person";"";
0419000;"Powiat żniński";"as of the end of December";"long-term unemployed";"2024";1035;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"total";"2024";3613;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"females";"2024";1796;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"males";"2024";1817;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"below 25 years";"2024";312;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"below 30 years";"2024";688;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"over 50 years";"2024";1079;"person";"";
0461000;"City with powiat status Bydgoszcz";"as of the end of December";"long-term unemployed";"2024";1167;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"total";"2024";3015;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"females";"2024";1647;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"males";"2024";1368;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"below 25 years";"2024";400;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"below 30 years";"2024";715;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"over 50 years";"2024";755;"person";"";
0462000;"City with powiat status Grudziądz";"as of the end of December";"long-term unemployed";"2024";1546;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"total";"2024";2938;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"females";"2024";1471;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"males";"2024";1467;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"below 25 years";"2024";289;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"below 30 years";"2024";591;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"over 50 years";"2024";807;"person";"";
0463000;"City with powiat status Toruń";"as of the end of December";"long-term unemployed";"2024";1205;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"total";"2024";3625;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"females";"2024";1971;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"males";"2024";1654;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"below 25 years";"2024";286;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"below 30 years";"2024";620;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"over 50 years";"2024";1118;"person";"";
0464000;"City with powiat status Włocławek";"as of the end of December";"long-term unemployed";"2024";2285;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"total";"2024";55774;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"females";"2024";27135;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"males";"2024";28639;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"below 25 years";"2024";8528;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"below 30 years";"2024";15433;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"over 50 years";"2024";13128;"person";"";
0600000;"LUBELSKIE";"as of the end of December";"long-term unemployed";"2024";30268;"person";"";
0601000;"Powiat bialski";"as of the end of December";"total";"2024";3490;"person";"";
0601000;"Powiat bialski";"as of the end of December";"females";"2024";1668;"person";"";
0601000;"Powiat bialski";"as of the end of December";"males";"2024";1822;"person";"";
0601000;"Powiat bialski";"as of the end of December";"below 25 years";"2024";532;"person";"";
0601000;"Powiat bialski";"as of the end of December";"below 30 years";"2024";992;"person";"";
0601000;"Powiat bialski";"as of the end of December";"over 50 years";"2024";830;"person";"";
0601000;"Powiat bialski";"as of the end of December";"long-term unemployed";"2024";1905;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"total";"2024";2018;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"females";"2024";999;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"males";"2024";1019;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"below 25 years";"2024";412;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"below 30 years";"2024";696;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"over 50 years";"2024";411;"person";"";
0602000;"Powiat biłgorajski";"as of the end of December";"long-term unemployed";"2024";850;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"total";"2024";2502;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"females";"2024";1369;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"males";"2024";1133;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"below 25 years";"2024";396;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"below 30 years";"2024";678;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"over 50 years";"2024";641;"person";"";
0603000;"Powiat chełmski";"as of the end of December";"long-term unemployed";"2024";1244;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"total";"2024";2854;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"females";"2024";1387;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"males";"2024";1467;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"below 25 years";"2024";493;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"below 30 years";"2024";837;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"over 50 years";"2024";673;"person";"";
0604000;"Powiat hrubieszowski";"as of the end of December";"long-term unemployed";"2024";1827;"person";"";
0605000;"Powiat janowski";"as of the end of December";"total";"2024";1752;"person";"";
0605000;"Powiat janowski";"as of the end of December";"females";"2024";783;"person";"";
0605000;"Powiat janowski";"as of the end of December";"males";"2024";969;"person";"";
0605000;"Powiat janowski";"as of the end of December";"below 25 years";"2024";333;"person";"";
0605000;"Powiat janowski";"as of the end of December";"below 30 years";"2024";623;"person";"";
0605000;"Powiat janowski";"as of the end of December";"over 50 years";"2024";353;"person";"";
0605000;"Powiat janowski";"as of the end of December";"long-term unemployed";"2024";1109;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"total";"2024";2626;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"females";"2024";1239;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"males";"2024";1387;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"below 25 years";"2024";440;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"below 30 years";"2024";776;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"over 50 years";"2024";589;"person";"";
0606000;"Powiat krasnostawski";"as of the end of December";"long-term unemployed";"2024";1716;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"total";"2024";3062;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"females";"2024";1447;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"males";"2024";1615;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"below 25 years";"2024";579;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"below 30 years";"2024";973;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"over 50 years";"2024";584;"person";"";
0607000;"Powiat kraśnicki";"as of the end of December";"long-term unemployed";"2024";1845;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"total";"2024";3253;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"females";"2024";1566;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"males";"2024";1687;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"below 25 years";"2024";527;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"below 30 years";"2024";897;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"over 50 years";"2024";748;"person";"";
0608000;"Powiat lubartowski";"as of the end of December";"long-term unemployed";"2024";2025;"person";"";
0609000;"Powiat lubelski";"as of the end of December";"total";"2024";2529;"person";"";
0609000;"Powiat lubelski";"as of the end of December";"females";"2024";1199;"person";"";
0609000;"Powiat lubelski";"as of the end of December";"males";"2024";1330;"person";"";
0609000;"Powiat lubelski";"as of the end of December";"below 25 years";"2024";472;"person";"";
0609000;"Powiat lubelski";"as of the end of December";"below 30 years";"2024";845;"person";"";
