"Code";"Name";"Indicators";"Year";"Value";"Measure Unit";"Attribute";
2611054;"Wąchock - urban area (4)";"population in thousands men";"2023";1.23;"thousand persons";"";
2611054;"Wąchock - urban area (4)";"population in thousands women";"2023";1.24;"thousand persons";"";
2611054;"Wąchock - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2611055;"Wąchock - rural area (5)";"population per 1 km2";"2023";58.7;"person";"";
2611055;"Wąchock - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2611055;"Wąchock - rural area (5)";"population chenge per 1000 inhabitants";"2023";-7.7;"person";"";
2611055;"Wąchock - rural area (5)";"population in thousands";"2023";3.87;"thousand persons";"";
2611055;"Wąchock - rural area (5)";"population in thousands men";"2023";1.86;"thousand persons";"";
2611055;"Wąchock - rural area (5)";"population in thousands women";"2023";2.01;"thousand persons";"";
2611055;"Wąchock - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2612000;"Powiat staszowski";"population per 1 km2";"2023";74.0;"person";"";
2612000;"Powiat staszowski";"population density of the built-up and urbanized area";"2023";;"person";"";
2612000;"Powiat staszowski";"population chenge per 1000 inhabitants";"2023";-8.0;"person";"";
2612000;"Powiat staszowski";"population in thousands";"2023";68.45;"thousand persons";"";
2612000;"Powiat staszowski";"population in thousands men";"2023";33.93;"thousand persons";"";
2612000;"Powiat staszowski";"population in thousands women";"2023";34.52;"thousand persons";"";
2612000;"Powiat staszowski";"urbanization rate";"2023";37.5;"%";"";
2612012;"Bogoria (2)";"population per 1 km2";"2023";60.3;"person";"";
2612012;"Bogoria (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612012;"Bogoria (2)";"population chenge per 1000 inhabitants";"2023";-6.3;"person";"";
2612012;"Bogoria (2)";"population in thousands";"2023";7.41;"thousand persons";"";
2612012;"Bogoria (2)";"population in thousands men";"2023";3.73;"thousand persons";"";
2612012;"Bogoria (2)";"population in thousands women";"2023";3.68;"thousand persons";"";
2612012;"Bogoria (2)";"urbanization rate";"2023";0.0;"%";"";
2612022;"Łubnice (2)";"population per 1 km2";"2023";46.7;"person";"";
2612022;"Łubnice (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612022;"Łubnice (2)";"population chenge per 1000 inhabitants";"2023";-9.3;"person";"";
2612022;"Łubnice (2)";"population in thousands";"2023";3.93;"thousand persons";"";
2612022;"Łubnice (2)";"population in thousands men";"2023";1.94;"thousand persons";"";
2612022;"Łubnice (2)";"population in thousands women";"2023";1.98;"thousand persons";"";
2612022;"Łubnice (2)";"urbanization rate";"2023";0.0;"%";"";
2612033;"Oleśnica (3)";"population per 1 km2";"2023";70.2;"person";"";
2612033;"Oleśnica (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612033;"Oleśnica (3)";"population chenge per 1000 inhabitants";"2023";-4.8;"person";"";
2612033;"Oleśnica (3)";"population in thousands";"2023";3.75;"thousand persons";"";
2612033;"Oleśnica (3)";"population in thousands men";"2023";1.86;"thousand persons";"";
2612033;"Oleśnica (3)";"population in thousands women";"2023";1.89;"thousand persons";"";
2612033;"Oleśnica (3)";"urbanization rate";"2023";45.6;"%";"";
2612034;"Oleśnica - urban area (4)";"population per 1 km2";"2023";170.0;"person";"";
2612034;"Oleśnica - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612034;"Oleśnica - urban area (4)";"population chenge per 1000 inhabitants";"2023";-8.1;"person";"";
2612034;"Oleśnica - urban area (4)";"population in thousands";"2023";1.71;"thousand persons";"";
2612034;"Oleśnica - urban area (4)";"population in thousands men";"2023";0.83;"thousand persons";"";
2612034;"Oleśnica - urban area (4)";"population in thousands women";"2023";0.88;"thousand persons";"";
2612034;"Oleśnica - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2612035;"Oleśnica - rural area (5)";"population per 1 km2";"2023";47.0;"person";"";
2612035;"Oleśnica - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612035;"Oleśnica - rural area (5)";"population chenge per 1000 inhabitants";"2023";-2.0;"person";"";
2612035;"Oleśnica - rural area (5)";"population in thousands";"2023";2.04;"thousand persons";"";
2612035;"Oleśnica - rural area (5)";"population in thousands men";"2023";1.03;"thousand persons";"";
2612035;"Oleśnica - rural area (5)";"population in thousands women";"2023";1.01;"thousand persons";"";
2612035;"Oleśnica - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2612043;"Osiek (3)";"population per 1 km2";"2023";56.8;"person";"";
2612043;"Osiek (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612043;"Osiek (3)";"population chenge per 1000 inhabitants";"2023";-9.7;"person";"";
2612043;"Osiek (3)";"population in thousands";"2023";7.35;"thousand persons";"";
2612043;"Osiek (3)";"population in thousands men";"2023";3.73;"thousand persons";"";
2612043;"Osiek (3)";"population in thousands women";"2023";3.62;"thousand persons";"";
2612043;"Osiek (3)";"urbanization rate";"2023";26.8;"%";"";
2612044;"Osiek - urban area (4)";"population per 1 km2";"2023";113.0;"person";"";
2612044;"Osiek - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612044;"Osiek - urban area (4)";"population chenge per 1000 inhabitants";"2023";8.2;"person";"";
2612044;"Osiek - urban area (4)";"population in thousands";"2023";1.97;"thousand persons";"";
2612044;"Osiek - urban area (4)";"population in thousands men";"2023";0.98;"thousand persons";"";
2612044;"Osiek - urban area (4)";"population in thousands women";"2023";0.99;"thousand persons";"";
2612044;"Osiek - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2612045;"Osiek - rural area (5)";"population per 1 km2";"2023";48.1;"person";"";
2612045;"Osiek - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612045;"Osiek - rural area (5)";"population chenge per 1000 inhabitants";"2023";-16.1;"person";"";
2612045;"Osiek - rural area (5)";"population in thousands";"2023";5.38;"thousand persons";"";
2612045;"Osiek - rural area (5)";"population in thousands men";"2023";2.75;"thousand persons";"";
2612045;"Osiek - rural area (5)";"population in thousands women";"2023";2.63;"thousand persons";"";
2612045;"Osiek - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2612053;"Połaniec (3)";"population per 1 km2";"2023";146.9;"person";"";
2612053;"Połaniec (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612053;"Połaniec (3)";"population chenge per 1000 inhabitants";"2023";-5.9;"person";"";
2612053;"Połaniec (3)";"population in thousands";"2023";11.02;"thousand persons";"";
2612053;"Połaniec (3)";"population in thousands men";"2023";5.43;"thousand persons";"";
2612053;"Połaniec (3)";"population in thousands women";"2023";5.58;"thousand persons";"";
2612053;"Połaniec (3)";"urbanization rate";"2023";67.6;"%";"";
2612054;"Połaniec - urban area (4)";"population per 1 km2";"2023";428.1;"person";"";
2612054;"Połaniec - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612054;"Połaniec - urban area (4)";"population chenge per 1000 inhabitants";"2023";-9.7;"person";"";
2612054;"Połaniec - urban area (4)";"population in thousands";"2023";7.45;"thousand persons";"";
2612054;"Połaniec - urban area (4)";"population in thousands men";"2023";3.62;"thousand persons";"";
2612054;"Połaniec - urban area (4)";"population in thousands women";"2023";3.83;"thousand persons";"";
2612054;"Połaniec - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2612055;"Połaniec - rural area (5)";"population per 1 km2";"2023";61.9;"person";"";
2612055;"Połaniec - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612055;"Połaniec - rural area (5)";"population chenge per 1000 inhabitants";"2023";2.3;"person";"";
2612055;"Połaniec - rural area (5)";"population in thousands";"2023";3.57;"thousand persons";"";
2612055;"Połaniec - rural area (5)";"population in thousands men";"2023";1.81;"thousand persons";"";
2612055;"Połaniec - rural area (5)";"population in thousands women";"2023";1.76;"thousand persons";"";
2612055;"Połaniec - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2612062;"Rytwiany (2)";"population per 1 km2";"2023";49.5;"person";"";
2612062;"Rytwiany (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612062;"Rytwiany (2)";"population chenge per 1000 inhabitants";"2023";-3.5;"person";"";
2612062;"Rytwiany (2)";"population in thousands";"2023";6.23;"thousand persons";"";
2612062;"Rytwiany (2)";"population in thousands men";"2023";3.12;"thousand persons";"";
2612062;"Rytwiany (2)";"population in thousands women";"2023";3.11;"thousand persons";"";
2612062;"Rytwiany (2)";"urbanization rate";"2023";0.0;"%";"";
2612073;"Staszów (3)";"population per 1 km2";"2023";107.9;"person";"";
2612073;"Staszów (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612073;"Staszów (3)";"population chenge per 1000 inhabitants";"2023";-9.8;"person";"";
2612073;"Staszów (3)";"population in thousands";"2023";24.42;"thousand persons";"";
2612073;"Staszów (3)";"population in thousands men";"2023";11.92;"thousand persons";"";
2612073;"Staszów (3)";"population in thousands women";"2023";12.50;"thousand persons";"";
2612073;"Staszów (3)";"urbanization rate";"2023";55.7;"%";"";
2612074;"Staszów - urban area (4)";"population per 1 km2";"2023";505.8;"person";"";
2612074;"Staszów - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612074;"Staszów - urban area (4)";"population chenge per 1000 inhabitants";"2023";-11.8;"person";"";
2612074;"Staszów - urban area (4)";"population in thousands";"2023";13.60;"thousand persons";"";
2612074;"Staszów - urban area (4)";"population in thousands men";"2023";6.48;"thousand persons";"";
2612074;"Staszów - urban area (4)";"population in thousands women";"2023";7.12;"thousand persons";"";
2612074;"Staszów - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2612075;"Staszów - rural area (5)";"population per 1 km2";"2023";54.3;"person";"";
2612075;"Staszów - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612075;"Staszów - rural area (5)";"population chenge per 1000 inhabitants";"2023";-7.3;"person";"";
2612075;"Staszów - rural area (5)";"population in thousands";"2023";10.83;"thousand persons";"";
2612075;"Staszów - rural area (5)";"population in thousands men";"2023";5.45;"thousand persons";"";
2612075;"Staszów - rural area (5)";"population in thousands women";"2023";5.38;"thousand persons";"";
2612075;"Staszów - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2612083;"Szydłów (3)";"population per 1 km2";"2023";40.2;"person";"";
2612083;"Szydłów (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612083;"Szydłów (3)";"population chenge per 1000 inhabitants";"2023";-11.4;"person";"";
2612083;"Szydłów (3)";"population in thousands";"2023";4.34;"thousand persons";"";
2612083;"Szydłów (3)";"population in thousands men";"2023";2.18;"thousand persons";"";
2612083;"Szydłów (3)";"population in thousands women";"2023";2.16;"thousand persons";"";
2612083;"Szydłów (3)";"urbanization rate";"2023";22.3;"%";"";
2612084;"Szydłów - urban area (4)";"population per 1 km2";"2023";59.6;"person";"";
2612084;"Szydłów - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612084;"Szydłów - urban area (4)";"population chenge per 1000 inhabitants";"2023";-7.2;"person";"";
2612084;"Szydłów - urban area (4)";"population in thousands";"2023";0.97;"thousand persons";"";
2612084;"Szydłów - urban area (4)";"population in thousands men";"2023";0.50;"thousand persons";"";
2612084;"Szydłów - urban area (4)";"population in thousands women";"2023";0.47;"thousand persons";"";
2612084;"Szydłów - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2612085;"Szydłów - rural area (5)";"population per 1 km2";"2023";36.8;"person";"";
2612085;"Szydłów - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2612085;"Szydłów - rural area (5)";"population chenge per 1000 inhabitants";"2023";-12.6;"person";"";
2612085;"Szydłów - rural area (5)";"population in thousands";"2023";3.38;"thousand persons";"";
2612085;"Szydłów - rural area (5)";"population in thousands men";"2023";1.68;"thousand persons";"";
2612085;"Szydłów - rural area (5)";"population in thousands women";"2023";1.69;"thousand persons";"";
2612085;"Szydłów - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2613000;"Powiat włoszczowski";"population per 1 km2";"2023";47.4;"person";"";
2613000;"Powiat włoszczowski";"population density of the built-up and urbanized area";"2023";;"person";"";
2613000;"Powiat włoszczowski";"population chenge per 1000 inhabitants";"2023";-8.3;"person";"";
2613000;"Powiat włoszczowski";"population in thousands";"2023";42.93;"thousand persons";"";
2613000;"Powiat włoszczowski";"population in thousands men";"2023";21.38;"thousand persons";"";
2613000;"Powiat włoszczowski";"population in thousands women";"2023";21.56;"thousand persons";"";
2613000;"Powiat włoszczowski";"urbanization rate";"2023";22.2;"%";"";
2613012;"Kluczewsko (2)";"population per 1 km2";"2023";35.8;"person";"";
2613012;"Kluczewsko (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613012;"Kluczewsko (2)";"population chenge per 1000 inhabitants";"2023";-6.9;"person";"";
2613012;"Kluczewsko (2)";"population in thousands";"2023";4.90;"thousand persons";"";
2613012;"Kluczewsko (2)";"population in thousands men";"2023";2.51;"thousand persons";"";
2613012;"Kluczewsko (2)";"population in thousands women";"2023";2.40;"thousand persons";"";
2613012;"Kluczewsko (2)";"urbanization rate";"2023";0.0;"%";"";
2613022;"Krasocin (2)";"population per 1 km2";"2023";52.4;"person";"";
2613022;"Krasocin (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613022;"Krasocin (2)";"population chenge per 1000 inhabitants";"2023";-8.0;"person";"";
2613022;"Krasocin (2)";"population in thousands";"2023";10.10;"thousand persons";"";
2613022;"Krasocin (2)";"population in thousands men";"2023";5.10;"thousand persons";"";
2613022;"Krasocin (2)";"population in thousands women";"2023";5.00;"thousand persons";"";
2613022;"Krasocin (2)";"urbanization rate";"2023";0.0;"%";"";
2613032;"Moskorzew (2)";"population per 1 km2";"2023";34.8;"person";"";
2613032;"Moskorzew (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613032;"Moskorzew (2)";"population chenge per 1000 inhabitants";"2023";-9.4;"person";"";
2613032;"Moskorzew (2)";"population in thousands";"2023";2.53;"thousand persons";"";
2613032;"Moskorzew (2)";"population in thousands men";"2023";1.27;"thousand persons";"";
2613032;"Moskorzew (2)";"population in thousands women";"2023";1.26;"thousand persons";"";
2613032;"Moskorzew (2)";"urbanization rate";"2023";0.0;"%";"";
2613042;"Radków (2)";"population per 1 km2";"2023";26.0;"person";"";
2613042;"Radków (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613042;"Radków (2)";"population chenge per 1000 inhabitants";"2023";-8.7;"person";"";
2613042;"Radków (2)";"population in thousands";"2023";2.29;"thousand persons";"";
2613042;"Radków (2)";"population in thousands men";"2023";1.15;"thousand persons";"";
2613042;"Radków (2)";"population in thousands women";"2023";1.14;"thousand persons";"";
2613042;"Radków (2)";"urbanization rate";"2023";0.0;"%";"";
2613052;"Secemin (2)";"population per 1 km2";"2023";28.1;"person";"";
2613052;"Secemin (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613052;"Secemin (2)";"population chenge per 1000 inhabitants";"2023";-10.3;"person";"";
2613052;"Secemin (2)";"population in thousands";"2023";4.53;"thousand persons";"";
2613052;"Secemin (2)";"population in thousands men";"2023";2.29;"thousand persons";"";
2613052;"Secemin (2)";"population in thousands women";"2023";2.24;"thousand persons";"";
2613052;"Secemin (2)";"urbanization rate";"2023";0.0;"%";"";
2613063;"Włoszczowa (3)";"population per 1 km2";"2023";73.0;"person";"";
2613063;"Włoszczowa (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613063;"Włoszczowa (3)";"population chenge per 1000 inhabitants";"2023";-8.2;"person";"";
2613063;"Włoszczowa (3)";"population in thousands";"2023";18.58;"thousand persons";"";
2613063;"Włoszczowa (3)";"population in thousands men";"2023";9.06;"thousand persons";"";
2613063;"Włoszczowa (3)";"population in thousands women";"2023";9.52;"thousand persons";"";
2613063;"Włoszczowa (3)";"urbanization rate";"2023";51.2;"%";"";
2613064;"Włoszczowa - urban area (4)";"population per 1 km2";"2023";314.2;"person";"";
2613064;"Włoszczowa - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613064;"Włoszczowa - urban area (4)";"population chenge per 1000 inhabitants";"2023";-10.1;"person";"";
2613064;"Włoszczowa - urban area (4)";"population in thousands";"2023";9.52;"thousand persons";"";
2613064;"Włoszczowa - urban area (4)";"population in thousands men";"2023";4.47;"thousand persons";"";
2613064;"Włoszczowa - urban area (4)";"population in thousands women";"2023";5.05;"thousand persons";"";
2613064;"Włoszczowa - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2613065;"Włoszczowa - rural area (5)";"population per 1 km2";"2023";40.4;"person";"";
2613065;"Włoszczowa - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2613065;"Włoszczowa - rural area (5)";"population chenge per 1000 inhabitants";"2023";-6.1;"person";"";
2613065;"Włoszczowa - rural area (5)";"population in thousands";"2023";9.06;"thousand persons";"";
2613065;"Włoszczowa - rural area (5)";"population in thousands men";"2023";4.59;"thousand persons";"";
2613065;"Włoszczowa - rural area (5)";"population in thousands women";"2023";4.47;"thousand persons";"";
2613065;"Włoszczowa - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2661000;"City with powiat status Kielce";"population per 1 km2";"2023";1662.5;"person";"";
2661000;"City with powiat status Kielce";"population density of the built-up and urbanized area";"2023";;"person";"";
2661000;"City with powiat status Kielce";"population chenge per 1000 inhabitants";"2023";-8.7;"person";"";
2661000;"City with powiat status Kielce";"population in thousands";"2023";182.30;"thousand persons";"";
2661000;"City with powiat status Kielce";"population in thousands men";"2023";84.75;"thousand persons";"";
2661000;"City with powiat status Kielce";"population in thousands women";"2023";97.55;"thousand persons";"";
2661000;"City with powiat status Kielce";"urbanization rate";"2023";100.0;"%";"";
2661011;"Kielce (1)";"population per 1 km2";"2023";1662.5;"person";"";
2661011;"Kielce (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
2661011;"Kielce (1)";"population chenge per 1000 inhabitants";"2023";-8.7;"person";"";
2661011;"Kielce (1)";"population in thousands";"2023";182.30;"thousand persons";"";
2661011;"Kielce (1)";"population in thousands men";"2023";84.75;"thousand persons";"";
2661011;"Kielce (1)";"population in thousands women";"2023";97.55;"thousand persons";"";
2661011;"Kielce (1)";"urbanization rate";"2023";100.0;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population per 1 km2";"2023";56.2;"person";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population density of the built-up and urbanized area";"2023";1391;"person";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population chenge per 1000 inhabitants";"2023";-6.2;"person";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population in thousands";"2023";1357.91;"thousand persons";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population in thousands men";"2023";662.63;"thousand persons";"";
2800000;"WARMIŃSKO-MAZURSKIE";"population in thousands women";"2023";695.29;"thousand persons";"";
2800000;"WARMIŃSKO-MAZURSKIE";"urbanization rate";"2023";58.9;"%";"";
2801000;"Powiat bartoszycki";"population per 1 km2";"2023";40.3;"person";"";
2801000;"Powiat bartoszycki";"population density of the built-up and urbanized area";"2023";;"person";"";
2801000;"Powiat bartoszycki";"population chenge per 1000 inhabitants";"2023";-10.3;"person";"";
2801000;"Powiat bartoszycki";"population in thousands";"2023";52.67;"thousand persons";"";
2801000;"Powiat bartoszycki";"population in thousands men";"2023";25.68;"thousand persons";"";
2801000;"Powiat bartoszycki";"population in thousands women";"2023";27.00;"thousand persons";"";
2801000;"Powiat bartoszycki";"urbanization rate";"2023";55.0;"%";"";
2801011;"Bartoszyce (1)";"population per 1 km2";"2023";1807.8;"person";"";
2801011;"Bartoszyce (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801011;"Bartoszyce (1)";"population chenge per 1000 inhabitants";"2023";-17.0;"person";"";
2801011;"Bartoszyce (1)";"population in thousands";"2023";21.31;"thousand persons";"";
2801011;"Bartoszyce (1)";"population in thousands men";"2023";10.00;"thousand persons";"";
2801011;"Bartoszyce (1)";"population in thousands women";"2023";11.32;"thousand persons";"";
2801011;"Bartoszyce (1)";"urbanization rate";"2023";100.0;"%";"";
2801021;"Górowo Iławeckie (1)";"population per 1 km2";"2023";1092.5;"person";"";
2801021;"Górowo Iławeckie (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801021;"Górowo Iławeckie (1)";"population chenge per 1000 inhabitants";"2023";-9.8;"person";"";
2801021;"Górowo Iławeckie (1)";"population in thousands";"2023";3.63;"thousand persons";"";
2801021;"Górowo Iławeckie (1)";"population in thousands men";"2023";1.72;"thousand persons";"";
2801021;"Górowo Iławeckie (1)";"population in thousands women";"2023";1.90;"thousand persons";"";
2801021;"Górowo Iławeckie (1)";"urbanization rate";"2023";100.0;"%";"";
2801032;"Bartoszyce (2)";"population per 1 km2";"2023";23.9;"person";"";
2801032;"Bartoszyce (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801032;"Bartoszyce (2)";"population chenge per 1000 inhabitants";"2023";-2.2;"person";"";
2801032;"Bartoszyce (2)";"population in thousands";"2023";10.22;"thousand persons";"";
2801032;"Bartoszyce (2)";"population in thousands men";"2023";5.15;"thousand persons";"";
2801032;"Bartoszyce (2)";"population in thousands women";"2023";5.07;"thousand persons";"";
2801032;"Bartoszyce (2)";"urbanization rate";"2023";0.0;"%";"";
2801043;"Bisztynek (3)";"population per 1 km2";"2023";27.9;"person";"";
2801043;"Bisztynek (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801043;"Bisztynek (3)";"population chenge per 1000 inhabitants";"2023";-8.6;"person";"";
2801043;"Bisztynek (3)";"population in thousands";"2023";5.66;"thousand persons";"";
2801043;"Bisztynek (3)";"population in thousands men";"2023";2.76;"thousand persons";"";
2801043;"Bisztynek (3)";"population in thousands women";"2023";2.90;"thousand persons";"";
2801043;"Bisztynek (3)";"urbanization rate";"2023";38.1;"%";"";
2801044;"Bisztynek - urban area (4)";"population per 1 km2";"2023";998.1;"person";"";
2801044;"Bisztynek - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801044;"Bisztynek - urban area (4)";"population chenge per 1000 inhabitants";"2023";-12.8;"person";"";
2801044;"Bisztynek - urban area (4)";"population in thousands";"2023";2.16;"thousand persons";"";
2801044;"Bisztynek - urban area (4)";"population in thousands men";"2023";0.99;"thousand persons";"";
2801044;"Bisztynek - urban area (4)";"population in thousands women";"2023";1.16;"thousand persons";"";
2801044;"Bisztynek - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2801045;"Bisztynek - rural area (5)";"population per 1 km2";"2023";17.5;"person";"";
2801045;"Bisztynek - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801045;"Bisztynek - rural area (5)";"population chenge per 1000 inhabitants";"2023";-6.0;"person";"";
2801045;"Bisztynek - rural area (5)";"population in thousands";"2023";3.50;"thousand persons";"";
2801045;"Bisztynek - rural area (5)";"population in thousands men";"2023";1.77;"thousand persons";"";
2801045;"Bisztynek - rural area (5)";"population in thousands women";"2023";1.73;"thousand persons";"";
2801045;"Bisztynek - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2801052;"Górowo Iławeckie (2)";"population per 1 km2";"2023";14.8;"person";"";
2801052;"Górowo Iławeckie (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801052;"Górowo Iławeckie (2)";"population chenge per 1000 inhabitants";"2023";-3.1;"person";"";
2801052;"Górowo Iławeckie (2)";"population in thousands";"2023";6.15;"thousand persons";"";
2801052;"Górowo Iławeckie (2)";"population in thousands men";"2023";3.19;"thousand persons";"";
2801052;"Górowo Iławeckie (2)";"population in thousands women";"2023";2.96;"thousand persons";"";
2801052;"Górowo Iławeckie (2)";"urbanization rate";"2023";0.0;"%";"";
2801063;"Sępopol (3)";"population per 1 km2";"2023";23.1;"person";"";
2801063;"Sępopol (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801063;"Sępopol (3)";"population chenge per 1000 inhabitants";"2023";-9.0;"person";"";
2801063;"Sępopol (3)";"population in thousands";"2023";5.70;"thousand persons";"";
2801063;"Sępopol (3)";"population in thousands men";"2023";2.85;"thousand persons";"";
2801063;"Sępopol (3)";"population in thousands women";"2023";2.85;"thousand persons";"";
2801063;"Sępopol (3)";"urbanization rate";"2023";33.2;"%";"";
2801064;"Sępopol - urban area (4)";"population per 1 km2";"2023";408.2;"person";"";
2801064;"Sępopol - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801064;"Sępopol - urban area (4)";"population chenge per 1000 inhabitants";"2023";1.6;"person";"";
2801064;"Sępopol - urban area (4)";"population in thousands";"2023";1.89;"thousand persons";"";
2801064;"Sępopol - urban area (4)";"population in thousands men";"2023";0.91;"thousand persons";"";
2801064;"Sępopol - urban area (4)";"population in thousands women";"2023";0.98;"thousand persons";"";
2801064;"Sępopol - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2801065;"Sępopol - rural area (5)";"population per 1 km2";"2023";15.8;"person";"";
2801065;"Sępopol - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2801065;"Sępopol - rural area (5)";"population chenge per 1000 inhabitants";"2023";-14.2;"person";"";
2801065;"Sępopol - rural area (5)";"population in thousands";"2023";3.81;"thousand persons";"";
2801065;"Sępopol - rural area (5)";"population in thousands men";"2023";1.94;"thousand persons";"";
2801065;"Sępopol - rural area (5)";"population in thousands women";"2023";1.87;"thousand persons";"";
2801065;"Sępopol - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2802000;"Powiat braniewski";"population per 1 km2";"2023";31.0;"person";"";
2802000;"Powiat braniewski";"population density of the built-up and urbanized area";"2023";;"person";"";
2802000;"Powiat braniewski";"population chenge per 1000 inhabitants";"2023";-15.1;"person";"";
2802000;"Powiat braniewski";"population in thousands";"2023";37.28;"thousand persons";"";
2802000;"Powiat braniewski";"population in thousands men";"2023";18.55;"thousand persons";"";
2802000;"Powiat braniewski";"population in thousands women";"2023";18.73;"thousand persons";"";
2802000;"Powiat braniewski";"urbanization rate";"2023";54.9;"%";"";
2802011;"Braniewo (1)";"population per 1 km2";"2023";1290.5;"person";"";
2802011;"Braniewo (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802011;"Braniewo (1)";"population chenge per 1000 inhabitants";"2023";-12.8;"person";"";
2802011;"Braniewo (1)";"population in thousands";"2023";16.02;"thousand persons";"";
2802011;"Braniewo (1)";"population in thousands men";"2023";7.72;"thousand persons";"";
2802011;"Braniewo (1)";"population in thousands women";"2023";8.30;"thousand persons";"";
2802011;"Braniewo (1)";"urbanization rate";"2023";100.0;"%";"";
2802022;"Braniewo (2)";"population per 1 km2";"2023";17.5;"person";"";
2802022;"Braniewo (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802022;"Braniewo (2)";"population chenge per 1000 inhabitants";"2023";-11.9;"person";"";
2802022;"Braniewo (2)";"population in thousands";"2023";5.39;"thousand persons";"";
2802022;"Braniewo (2)";"population in thousands men";"2023";2.79;"thousand persons";"";
2802022;"Braniewo (2)";"population in thousands women";"2023";2.60;"thousand persons";"";
2802022;"Braniewo (2)";"urbanization rate";"2023";0.0;"%";"";
2802033;"Frombork (3)";"population per 1 km2";"2023";24.5;"person";"";
2802033;"Frombork (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802033;"Frombork (3)";"population chenge per 1000 inhabitants";"2023";-30.3;"person";"";
2802033;"Frombork (3)";"population in thousands";"2023";3.07;"thousand persons";"";
2802033;"Frombork (3)";"population in thousands men";"2023";1.52;"thousand persons";"";
2802033;"Frombork (3)";"population in thousands women";"2023";1.55;"thousand persons";"";
2802033;"Frombork (3)";"urbanization rate";"2023";66.1;"%";"";
2802034;"Frombork - urban area (4)";"population per 1 km2";"2023";267.3;"person";"";
2802034;"Frombork - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
